6.154176903439208424e+00 8.810465023972261278e+00 6.478103382539559085e+00 8.676529819461741511e+00 6.450808982572757699e+00 6.905032116027649991e+00
6.599986499620371205e+00 9.367743482084684103e+00 6.230573038675951025e+00 8.607254612257781545e+00 5.790151844721161289e+00 7.748180912769338846e+00
6.800053539499322675e+00 8.918563779200267660e+00 5.658674006101152898e+00 8.755387419875196642e+00 6.958391463203469129e+00 6.564490655552974729e+00
6.743762524675861236e+00 1.009394655527731643e+01 7.113085677536852280e+00 1.085307324552807806e+01 4.149298878004564095e+00 7.703961238555893765e+00
6.230544865346272054e+00 8.929891748185388778e+00 6.376951371601703222e+00 8.915455981939224728e+00 6.067788140704288402e+00 7.374039268520890644e+00
6.796681999090801618e+00 9.661715360883489367e+00 7.399145335703465776e+00 1.200064535134704613e+01 4.676458644950821864e+00 7.408124821051774944e+00
6.992146068273392245e+00 8.645746343566234060e+00 5.709932091072177585e+00 8.038045878128645683e+00 6.933311297858988809e+00 5.764976905853934852e+00
6.412533055626378875e+00 9.327306797974561192e+00 6.452568729159340322e+00 8.482409557220224272e+00 5.281428914626519422e+00 8.560617983607231807e+00
2.041347205477069160e+00 7.526918543694789854e+00 1.182533121933056108e+01 9.741357532662922480e+00 4.491224187134255530e+00 8.930901640612781023e+00
6.372824943192476610e+00 9.506526291718436994e+00 6.514725708052897524e+00 8.288462010975491623e+00 6.329551415671572201e+00 6.812868601351816267e+00
6.724169266086786223e+00 1.143609257086099085e+01 8.004673878682424970e+00 1.317514016090232509e+01 3.079124256592169040e+00 8.811864708258559276e+00
6.267239644185994329e+00 9.234401544721309918e+00 6.364191444029859923e+00 8.319349655101285990e+00 5.760387105090544857e+00 6.898681730098508602e+00
6.517774146680531899e+00 1.028141180313994063e+01 7.542168897364137869e+00 1.161108321715991920e+01 4.826520022813081567e+00 7.688712384048322690e+00
7.098166448518542282e+00 1.153143987821365712e+01 7.832955406644286356e+00 1.353976768670593778e+01 1.813980128787352042e+00 1.122546861555298747e+01
8.322232831302876832e+00 7.993010854422580636e+00 7.253662375413664876e+00 1.070521059984854162e+01 6.276696459768736247e+00 8.412184965342081711e+00
6.216257666502373880e+00 9.096009951194226062e+00 6.415089015497492220e+00 8.373102457762763962e+00 6.068200396827689858e+00 6.701356158415752162e+00
6.601890643615424104e+00 1.037759210336492899e+01 7.571036162004506131e+00 1.193840227368595919e+01 4.720036784783136596e+00 7.955592015850599275e+00
6.127235485158382566e+00 9.514199671574623096e+00 6.085848090404090804e+00 8.780396999635046384e+00 6.615438302625590516e+00 6.668927195320407009e+00
6.615204057643722102e+00 9.904462952611444493e+00 7.629585416999889347e+00 1.255988377912830778e+01 4.217612374538935782e+00 7.219239838841051693e+00
6.888535935769255047e+00 1.187289644910665842e+01 7.839503508618347105e+00 1.385455758168764184e+01 1.684167566534470861e+00 1.121518638479864016e+01
6.605101935482198705e+00 9.068978162727812986e+00 5.627783478814989415e+00 8.173395013383624175e+00 6.666460523124658089e+00 6.450466081764427706e+00
6.542192401421446313e+00 9.120986717567250324e+00 6.322039288021932713e+00 7.841101783632317357e+00 6.091139442640915114e+00 6.672352629596352891e+00
6.335588622403536263e+00 1.027439386572599744e+01 6.368788963431188499e+00 1.007018390705323263e+01 6.365004548333723200e+00 7.520589496096095949e+00
8.085325110743019295e+00 1.158616459262159992e+01 6.936082002435951743e+00 1.244970468579224487e+01 2.734542211650460963e+00 9.742750203721195490e+00
6.316063534128034007e+00 9.303775467323188053e+00 5.964073787722409037e+00 8.511027407195705052e+00 6.999277385593341450e+00 6.760721305663174086e+00
7.077074041384235237e+00 1.115084075311129830e+01 7.072267660198622963e+00 1.069417475412485175e+01 4.016911178619257505e+00 9.615527102041268037e+00
7.185045038075778656e+00 1.123264254169904142e+01 6.696131076970188722e+00 1.134499443947202302e+01 4.199206340515740266e+00 9.393387041095259349e+00
5.252067428248251346e+00 1.339486733180642020e+01 9.708381233105621178e+00 9.334679624278473753e+00 1.511225860448359093e+01 4.110849423814567416e+00
6.358142093669645334e+00 8.928425731832561496e+00 6.280673617737875247e+00 7.470988678834362240e+00 5.982624803325922613e+00 6.774926616798784273e+00
5.803222703377473479e+00 8.772454908283334518e+00 6.436243082545396454e+00 8.754201222616483591e+00 6.735379887919012987e+00 7.192878217418457787e+00
5.287645164686903598e+00 1.156361164789298890e+01 8.734254967038181050e+00 1.257075995026375814e+01 8.359475620999997858e+00 6.858862144090887902e+00
4.319354975869508451e+00 8.359789925688327017e+00 9.739444348416268937e+00 1.230467924034668137e+01 1.138712787541114757e+01 1.324232282852662834e+01
6.639716757330422325e+00 1.092280475774284376e+01 7.934692890698462620e+00 1.077915138422843988e+01 4.023979794366159268e+00 8.238432824405323984e+00
